ResourceSpeciesID,ConsumerSpeciesID,Type
57,10,Feeding
57,19,Feeding
57,70,Feeding
57,8,Feeding
57,20,Feeding
57,25,Feeding
57,7,Feeding
57,14,Feeding
57,39,Feeding
57,37,Feeding
57,79,Feeding
57,56,Feeding
57,52,Feeding
48,9,Feeding
48,64,Feeding
48,131,Feeding
48,28,Feeding
48,23,Feeding
48,100,Feeding
48,305,Feeding
48,17,Feeding
48,47,Feeding
48,33,Feeding
48,262,Feeding
48,62,Feeding
48,111,Feeding
48,18,Feeding
48,40,Feeding
48,101,Feeding
48,112,Feeding
48,11,Feeding
48,16,Feeding
48,10,Feeding
48,19,Feeding
48,70,Feeding
48,8,Feeding
48,20,Feeding
48,25,Feeding
48,7,Feeding
48,14,Feeding
48,39,Feeding
48,37,Feeding
48,79,Feeding
48,56,Feeding
48,52,Feeding
100,37,Feeding
100,26,Feeding
24,9,Feeding
24,64,Feeding
24,131,Feeding
24,28,Feeding
24,23,Feeding
24,100,Feeding
24,305,Feeding
24,17,Feeding
24,47,Feeding
24,33,Feeding
24,262,Feeding
24,62,Feeding
24,111,Feeding
24,18,Feeding
24,40,Feeding
24,101,Feeding
24,112,Feeding
24,11,Feeding
24,16,Feeding
24,10,Feeding
24,19,Feeding
24,70,Feeding
24,8,Feeding
24,20,Feeding
24,25,Feeding
24,7,Feeding
24,14,Feeding
24,39,Feeding
24,37,Feeding
24,79,Feeding
24,56,Feeding
24,52,Feeding
305,39,Feeding
305,37,Feeding
305,26,Feeding
17,41,Feeding
17,26,Feeding
17,47,Feeding
17,262,Feeding
47,41,Feeding
47,26,Feeding
47,262,Feeding
38,9,Feeding
38,64,Feeding
38,131,Feeding
38,28,Feeding
38,23,Feeding
38,100,Feeding
38,305,Feeding
38,17,Feeding
38,47,Feeding
38,33,Feeding
38,262,Feeding
38,62,Feeding
38,111,Feeding
38,18,Feeding
38,40,Feeding
38,101,Feeding
38,112,Feeding
38,11,Feeding
38,16,Feeding
38,10,Feeding
38,19,Feeding
38,70,Feeding
38,8,Feeding
38,20,Feeding
38,25,Feeding
38,7,Feeding
38,14,Feeding
38,39,Feeding
38,37,Feeding
38,79,Feeding
38,56,Feeding
38,52,Feeding
33,41,Feeding
33,26,Feeding
33,17,Feeding
33,47,Feeding
33,262,Feeding
33,52,Feeding
12,18,Feeding
12,40,Feeding
12,101,Feeding
62,47,Feeding
111,47,Feeding
149,47,Feeding
149,306,Feeding
28,131,Feeding
28,305,Feeding
28,17,Feeding
28,39,Feeding
28,37,Feeding
28,33,Feeding
6,210,Feeding
6,100,Feeding
6,62,Feeding
6,111,Feeding
3,262,Feeding
3,53,Feeding
3,26,Feeding
3,62,Feeding
3,111,Feeding
3,47,Feeding
3,28,Feeding
3,17,Feeding
3,39,Feeding
3,37,Feeding
3,33,Feeding
3,305,Feeding
3,79,Feeding
3,52,Feeding
3,131,Feeding
4,6,Feeding
18,62,Feeding
18,111,Feeding
18,305,Feeding
18,17,Feeding
18,47,Feeding
18,33,Feeding
18,262,Feeding
18,52,Feeding
40,62,Feeding
40,111,Feeding
40,305,Feeding
40,17,Feeding
40,47,Feeding
40,33,Feeding
40,262,Feeding
40,52,Feeding
101,62,Feeding
101,111,Feeding
101,305,Feeding
101,17,Feeding
101,47,Feeding
101,33,Feeding
101,262,Feeding
101,52,Feeding
112,26,Feeding
112,150,Feeding
112,111,Feeding
112,17,Feeding
112,47,Feeding
112,62,Feeding
11,131,Feeding
11,62,Feeding
11,111,Feeding
11,305,Feeding
11,17,Feeding
11,79,Feeding
11,26,Feeding
113,33,Feeding
113,79,Feeding
16,17,Feeding
16,33,Feeding
49,17,Feeding
41,26,Feeding
10,33,Feeding
19,17,Feeding
19,33,Feeding
70,26,Feeding
306,26,Feeding
210,37,Feeding
27,17,Feeding
27,52,Feeding
27,49,Feeding
27,62,Feeding
27,111,Feeding
15,26,Feeding
15,150,Feeding
15,111,Feeding
15,62,Feeding
211,52,Feeding
61,17,Feeding
61,52,Feeding
61,33,Feeding
8,100,Feeding
8,210,Feeding
20,26,Feeding
20,62,Feeding
20,111,Feeding
20,47,Feeding
20,100,Feeding
20,305,Feeding
20,17,Feeding
20,39,Feeding
20,37,Feeding
20,33,Feeding
20,262,Feeding
20,79,Feeding
25,39,Feeding
25,33,Feeding
25,100,Feeding
25,210,Feeding
25,305,Feeding
7,39,Feeding
7,33,Feeding
7,100,Feeding
7,210,Feeding
14,39,Feeding
14,33,Feeding
14,100,Feeding
14,210,Feeding
39,26,Feeding
39,62,Feeding
39,111,Feeding
39,100,Feeding
39,305,Feeding
39,37,Feeding
39,33,Feeding
39,52,Feeding
37,26,Feeding
37,62,Feeding
37,111,Feeding
21,9,Feeding
21,64,Feeding
21,131,Feeding
21,28,Feeding
21,23,Feeding
21,100,Feeding
21,305,Feeding
21,17,Feeding
21,47,Feeding
21,33,Feeding
21,262,Feeding
21,62,Feeding
21,111,Feeding
21,18,Feeding
21,40,Feeding
21,101,Feeding
21,112,Feeding
21,11,Feeding
21,16,Feeding
21,10,Feeding
21,19,Feeding
21,70,Feeding
21,8,Feeding
21,20,Feeding
21,25,Feeding
21,7,Feeding
21,14,Feeding
21,39,Feeding
21,37,Feeding
21,79,Feeding
21,56,Feeding
21,52,Feeding
79,26,Feeding
56,26,Feeding
52,17,Feeding
52,33,Feeding
52,26,Feeding
52,131,Feeding
23,150,Feeding
13,62,Feeding
13,111,Feeding
13,47,Feeding
13,100,Feeding
13,210,Feeding
13,305,Feeding
13,17,Feeding
13,39,Feeding
13,37,Feeding
13,33,Feeding
13,262,Feeding
13,52,Feeding
148,3,Feeding
148,17,Feeding
148,47,Feeding
148,33,Feeding
148,52,Feeding
148,49,Feeding
9,151,Feeding
9,307,Feeding
1,151,Feeding
1,71,Feeding
1,212,Feeding
2,80,Feeding
2,132,Feeding
2,151,Feeding
2,71,Feeding
2,307,Feeding
2,212,Feeding
5,103,Feeding
5,80,Feeding
5,152,Feeding
5,45,Feeding
5,71,Feeding
44,103,Feeding
44,80,Feeding
44,152,Feeding
44,45,Feeding
44,71,Feeding
22,103,Feeding
22,80,Feeding
22,152,Feeding
22,45,Feeding
22,71,Feeding
57,103,Feeding
57,80,Feeding
57,152,Feeding
57,45,Feeding
57,71,Feeding
48,103,Feeding
48,80,Feeding
48,152,Feeding
48,45,Feeding
48,71,Feeding
213,9,Feeding
213,64,Feeding
213,131,Feeding
213,28,Feeding
213,23,Feeding
213,103,Feeding
213,17,Feeding
213,47,Feeding
213,33,Feeding
213,80,Feeding
213,62,Feeding
213,111,Feeding
213,18,Feeding
213,40,Feeding
213,101,Feeding
213,112,Feeding
213,152,Feeding
213,45,Feeding
213,11,Feeding
213,16,Feeding
213,10,Feeding
213,19,Feeding
213,70,Feeding
213,20,Feeding
213,7,Feeding
213,14,Feeding
213,71,Feeding
213,39,Feeding
213,37,Feeding
213,56,Feeding
24,103,Feeding
24,80,Feeding
24,152,Feeding
24,45,Feeding
24,71,Feeding
103,26,Feeding
17,103,Feeding
47,103,Feeding
47,17,Feeding
47,307,Feeding
47,33,Feeding
38,103,Feeding
38,80,Feeding
38,152,Feeding
38,45,Feeding
38,71,Feeding
21,103,Feeding
21,80,Feeding
21,152,Feeding
21,45,Feeding
21,71,Feeding
80,47,Feeding
80,306,Feeding
132,47,Feeding
132,306,Feeding
54,53,Feeding
6,80,Feeding
6,151,Feeding
6,307,Feeding
3,80,Feeding
3,307,Feeding
3,210,Feeding
4,80,Feeding
4,7,Feeding
4,153,Feeding
4,307,Feeding
18,103,Feeding
18,307,Feeding
40,103,Feeding
40,307,Feeding
101,103,Feeding
101,307,Feeding
112,103,Feeding
152,26,Feeding
152,62,Feeding
152,103,Feeding
152,17,Feeding
45,26,Feeding
45,17,Feeding
11,103,Feeding
11,33,Feeding
212,131,Feeding
210,307,Feeding
15,17,Feeding
61,307,Feeding
61,103,Feeding
20,80,Feeding
20,103,Feeding
20,307,Feeding
7,151,Feeding
7,80,Feeding
7,307,Feeding
14,80,Feeding
14,151,Feeding
14,307,Feeding
153,80,Feeding
153,62,Feeding
153,111,Feeding
153,47,Feeding
153,151,Feeding
153,210,Feeding
153,103,Feeding
153,39,Feeding
153,37,Feeding
153,33,Feeding
153,307,Feeding
71,151,Feeding
71,210,Feeding
307,26,Feeding
307,103,Feeding
307,17,Feeding
307,47,Feeding
307,33,Feeding
39,80,Feeding
39,307,Feeding
37,80,Feeding
33,103,Feeding
33,307,Feeding
23,17,Feeding
13,80,Feeding
13,151,Feeding
13,307,Feeding
148,103,Feeding
148,307,Feeding
148,112,Feeding
9,17,Feeding
1,28,Feeding
2,7,Feeding
2,8,Feeding
5,81,Feeding
44,81,Feeding
102,80,Feeding
102,152,Feeding
102,45,Feeding
102,81,Feeding
102,71,Feeding
22,81,Feeding
24,81,Feeding
17,33,Feeding
38,81,Feeding
21,81,Feeding
114,9,Feeding
114,64,Feeding
114,28,Feeding
114,23,Feeding
114,17,Feeding
114,33,Feeding
114,80,Feeding
114,62,Feeding
114,18,Feeding
114,40,Feeding
114,152,Feeding
114,45,Feeding
114,11,Feeding
114,16,Feeding
114,10,Feeding
114,19,Feeding
114,8,Feeding
114,25,Feeding
114,7,Feeding
114,14,Feeding
114,81,Feeding
114,71,Feeding
3,25,Feeding
3,81,Feeding
3,54,Feeding
152,380,Feeding
152,33,Feeding
45,380,Feeding
45,33,Feeding
45,62,Feeding
11,380,Feeding
15,380,Feeding
8,17,Feeding
8,33,Feeding
25,17,Feeding
25,80,Feeding
25,62,Feeding
7,17,Feeding
14,17,Feeding
81,17,Feeding
81,380,Feeding
81,80,Feeding
81,33,Feeding
81,62,Feeding
153,17,Feeding
71,17,Feeding
71,33,Feeding
71,80,Feeding
71,62,Feeding
13,71,Feeding
1,308,Feeding
1,72,Feeding
2,308,Feeding
2,72,Feeding
5,154,Feeding
309,9,Feeding
309,10,Feeding
309,7,Feeding
309,14,Feeding
309,19,Feeding
309,17,Feeding
309,28,Feeding
309,71,Feeding
309,18,Feeding
309,23,Feeding
309,79,Feeding
309,33,Feeding
309,154,Feeding
309,152,Feeding
309,45,Feeding
309,56,Feeding
309,11,Feeding
309,16,Feeding
309,8,Feeding
309,25,Feeding
102,154,Feeding
22,154,Feeding
48,154,Feeding
24,154,Feeding
38,154,Feeding
21,154,Feeding
114,79,Feeding
114,154,Feeding
114,56,Feeding
11,154,Feeding
27,154,Feeding
15,154,Feeding
154,26,Feeding
79,154,Feeding
56,154,Feeding
9,62,Feeding
9,41,Feeding
9,103,Feeding
1,155,Feeding
2,155,Feeding
2,103,Feeding
102,103,Feeding
103,41,Feeding
214,9,Feeding
214,64,Feeding
214,28,Feeding
214,23,Feeding
214,103,Feeding
214,17,Feeding
214,47,Feeding
214,33,Feeding
214,62,Feeding
214,18,Feeding
214,40,Feeding
214,11,Feeding
214,16,Feeding
214,10,Feeding
214,19,Feeding
214,8,Feeding
214,25,Feeding
214,7,Feeding
214,14,Feeding
214,39,Feeding
214,37,Feeding
214,52,Feeding
3,6,Feeding
3,103,Feeding
113,26,Feeding
16,103,Feeding
19,103,Feeding
15,52,Feeding
15,3,Feeding
15,49,Feeding
8,39,Feeding
8,37,Feeding
8,103,Feeding
25,37,Feeding
25,103,Feeding
7,62,Feeding
7,103,Feeding
7,37,Feeding
14,62,Feeding
37,33,Feeding
52,103,Feeding
13,103,Feeding
9,381,Feeding
9,100,Feeding
9,156,Feeding
9,310,Feeding
9,37,Feeding
1,381,Feeding
2,381,Feeding
5,382,Feeding
5,156,Feeding
5,310,Feeding
28,156,Feeding
28,310,Feeding
22,382,Feeding
22,156,Feeding
22,310,Feeding
308,26,Feeding
48,382,Feeding
48,156,Feeding
48,310,Feeding
381,37,Feeding
24,382,Feeding
24,156,Feeding
24,310,Feeding
38,382,Feeding
38,156,Feeding
38,310,Feeding
93,9,Feeding
93,131,Feeding
93,28,Feeding
93,23,Feeding
93,100,Feeding
93,103,Feeding
93,17,Feeding
93,33,Feeding
93,18,Feeding
93,40,Feeding
93,101,Feeding
93,112,Feeding
93,382,Feeding
93,11,Feeding
93,16,Feeding
93,10,Feeding
93,19,Feeding
93,70,Feeding
93,20,Feeding
93,25,Feeding
93,14,Feeding
93,156,Feeding
93,310,Feeding
93,39,Feeding
93,37,Feeding
93,79,Feeding
93,56,Feeding
3,311,Feeding
3,310,Feeding
112,33,Feeding
112,49,Feeding
57,382,Feeding
57,156,Feeding
57,310,Feeding
16,310,Feeding
20,156,Feeding
20,310,Feeding
25,381,Feeding
25,310,Feeding
14,381,Feeding
156,26,Feeding
310,26,Feeding
310,156,Feeding
310,39,Feeding
310,37,Feeding
39,156,Feeding
39,310,Feeding
37,156,Feeding
37,310,Feeding
21,382,Feeding
21,156,Feeding
21,310,Feeding
382,17,Feeding
382,103,Feeding
382,33,Feeding
382,49,Feeding
13,381,Feeding
383,18,Feeding
383,40,Feeding
8,47,Feeding
5,177,Feeding
24,177,Feeding
17,177,Feeding
21,177,Feeding
3,177,Feeding
18,177,Feeding
40,177,Feeding
101,177,Feeding
45,52,Feeding
45,177,Feeding
11,52,Feeding
11,177,Feeding
113,177,Feeding
27,177,Feeding
15,177,Feeding
62,900,ES
70,900,ES
212,900,ES
305,1300,ES
308,900,ES
15,900,ES
3,900,ES
45,1300,ES
52,1300,ES
156,1300,ES
45,1000,ES
100,1000,ES
210,1000,ES
52,1000,ES
380,1000,ES
381,1000,ES
305,1000,ES
